Acquisition Time[ms], ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, 
0.000,-0.937528,0.070803,0.003906,-0.482925,0.008301,-0.867702,
1.376,-0.937528,0.070803,-0.324229,-0.487808,0.006592,-0.867946,
0.000,-0.953154,0.081057,-0.325693,-0.500015,0.006592,-0.867946,
1.030,-0.953154,0.085940,-0.327647,-0.500015,0.005615,-0.869411,
0.974,-0.953154,0.085940,-0.327647,-0.500015,0.005371,-0.873806,
0.000,-0.953154,0.087649,-0.331797,-0.499527,0.005371,-0.885525,
1.020,-0.953154,0.089846,-0.333018,-0.504410,0.007324,-0.885525,
0.982,-0.953154,0.089846,-0.333018,-0.511734,0.005860,-0.891873,
0.000,-0.968779,0.089846,-0.339122,-0.517838,-0.003662,-0.898709,
1.000,-0.968779,0.085452,-0.349376,-0.531266,-0.003662,-0.898709,
0.998,-0.968779,0.085452,-0.349376,-0.521256,-0.009522,-0.901150,
0.000,-0.968779,0.080569,-0.353770,-0.531266,-0.007813,-0.900662,
1.000,-0.968779,0.080813,-0.362316,-0.531266,-0.007813,-0.900662,
1.000,-0.968779,0.080813,-0.380383,-0.515641,-0.008301,-0.897000,
0.000,-0.968779,0.073977,-0.380383,-0.509049,-0.004395,-0.892849,
1.026,-0.968779,0.067629,-0.405530,-0.509049,-0.004395,-0.892849,
0.974,-0.968779,0.061281,-0.413343,-0.510025,0.000977,-0.893337,
0.000,-0.968779,0.061281,-0.413343,-0.502701,0.000000,-0.892605,
1.548,-0.967803,0.051515,-0.406262,-0.502701,0.000977,-0.892605,
0.000,0.000000,0.043702,-0.405042,-0.500015,-0.015625,-0.897488,
1.009,-0.940946,0.043702,-0.405042,-0.515641,-0.004395,-0.910184,
1.013,0.000000,0.035890,-0.407727,-0.515641,-0.004395,-0.910184,
0.000,-0.953154,0.029298,-0.411389,-0.500015,0.000732,-0.917020,
0.988,-0.946806,0.029298,-0.411389,-0.496841,0.006348,-0.918973,
1.000,-0.953154,0.022462,-0.411389,-0.500015,0.006348,-0.918973,
0.000,-0.953154,0.015870,-0.405286,-0.500015,0.014893,-0.915311,
0.999,-0.953154,0.015870,-0.405286,-0.484390,0.033692,-0.000488,
1.009,-0.953154,0.006348,-0.393811,-0.484390,0.033692,-0.906766,
0.000,-0.937528,0.001953,-0.389904,-0.468764,0.061769,0.013672,
0.991,-0.921964,0.001953,-0.385754,-0.454604,0.052980,-0.887234,
1.005,-0.937528,0.005127,-0.378918,-0.454604,0.052980,-0.887234,
0.000,-0.937528,0.003174,-0.364757,-0.468764,0.018799,-0.897976,
0.995,-0.937528,0.003174,-0.364757,-0.462172,0.011719,-0.903348,
1.006,-0.937528,0.003418,-0.354503,-0.468764,0.011719,-0.903348,
0.000,-0.937528,0.000000,-0.350352,-0.461440,0.021485,-0.898465,
0.994,-0.937528,0.007324,-0.350352,-0.468764,0.029298,-0.891140,
1.012,-0.921903,0.012207,-0.344737,-0.453139,0.032228,-0.882351,
0.000,-0.906277,0.015625,-0.336192,-0.453139,0.032228,-0.882351,
0.988,-0.906277,0.015625,-0.336192,-0.468764,0.028565,-0.877468,
1.015,-0.906277,0.020264,-0.327402,-0.468764,0.019532,-0.877468,
0.000,-0.906277,0.029054,-0.323252,-0.468764,0.019532,-0.877468,
0.985,-0.906277,0.029054,-0.318613,-0.467543,0.015137,-0.867946,
1.018,-0.890652,0.035157,-0.318613,-0.468764,0.012696,-0.846461,
0.000,-0.890652,0.043458,-0.311777,-0.468764,0.012696,-0.846461,
0.982,-0.890652,0.053224,-0.312265,-0.458266,0.010743,-0.832300,
1.011,-0.890652,0.053224,-0.312265,-0.468764,0.008545,-0.821558,
0.000,-0.890652,0.065432,-0.315928,-0.468764,0.008545,-0.821558,
0.988,-0.890652,0.081057,-0.320322,-0.468764,0.008301,-0.812280,
1.000,-0.890652,0.081057,-0.320322,-0.465346,0.007324,-0.814234,
0.637,-0.890652,0.086917,-0.324229,-0.468764,0.000000,-0.814234,
0.671,-0.883327,0.085940,-0.335215,-0.472182,0.000732,-0.818140,
0.772,0.000000,0.085940,-0.335215,-0.479751,-0.003906,-0.828150,
0.000,-0.890652,0.088870,-0.349864,-0.479751,-0.003906,-0.828150,
1.006,-0.890652,0.089358,-0.355479,-0.500015,-0.009522,-0.840113,
0.000,-0.890652,0.089358,-0.355479,-0.500015,-0.015625,0.014161,
1.104,-0.875087,0.088137,-0.358653,-0.491958,-0.015625,-0.845240,
0.895,-0.890652,0.088137,-0.358653,-0.500015,-0.016358,-0.845484,
0.000,-0.890652,0.010010,-0.358653,-0.500015,-0.010743,-0.845729,
1.010,-0.890652,0.082034,-0.361583,-0.488540,-0.010743,-0.845729,
0.991,-0.906277,0.077883,-0.366222,-0.484390,-0.007569,-0.840113,
0.000,-0.906277,0.077883,-0.366222,-0.484390,-0.001953,-0.843043,
1.008,-0.906277,0.068850,-0.372082,-0.484390,-0.001953,-0.843043,
0.992,-0.906277,0.055422,-0.375255,-0.484390,0.004639,-0.851344,
0.000,-0.906277,0.055422,-0.375255,-0.472670,0.008545,-0.855739,
1.007,-0.921903,0.044435,-0.381847,-0.484390,0.013428,-0.865260,
1.003,-0.921903,0.035890,-0.381115,-0.484390,0.013428,-0.865260,
0.000,0.000000,0.035890,-0.381115,-0.484390,0.026856,-0.874538,
0.997,-0.921903,0.027833,-0.373058,-0.464858,0.040773,-0.877468,
0.993,-0.937528,0.021973,-0.374767,-0.011719,0.040773,-0.877468,
0.000,-0.937528,0.021973,0.001465,-0.468825,0.030763,-0.890164,
1.010,-0.937528,0.016114,-0.373546,-0.007324,0.018067,-0.907254,
0.991,-0.937528,0.011963,-0.372326,-0.484390,0.018067,-0.907254,
0.000,-0.937528,0.009766,-0.377453,-0.478042,0.021241,-0.918241,
1.010,-0.937528,0.009766,-0.377453,-0.484390,0.033448,-0.915799,
0.989,-0.937528,0.005860,-0.375011,-0.473403,0.033448,-0.915799,
0.000,-0.953154,0.004151,-0.370128,-0.466079,0.029542,-0.900174,
1.010,-0.953154,0.004151,-0.370128,-0.468764,0.016602,-0.900906,
0.999,-0.953154,0.000000,-0.375255,-0.463637,0.016602,-0.900906,
0.000,-0.953154,0.008789,-0.371837,-0.468764,0.021729,-0.905545,
0.999,-0.953154,0.008789,-0.371837,-0.484390,0.027345,-0.913113,
1.210,-0.953154,0.011231,-0.015137,-0.470473,0.027345,-0.913113,
0.682,-0.953154,0.014161,-0.353282,-0.472915,0.027589,-0.920438,
0.174,-0.953154,0.014161,-0.353282,-0.480483,0.021241,-0.918241,
1.014,-0.953154,0.018311,-0.347423,-0.484390,0.021241,-0.918241,
0.000,-0.953154,0.020020,-0.350352,-0.480239,0.014405,-0.917752,
0.990,-0.953154,0.020020,-0.350352,-0.478286,0.017335,-0.914578,
1.009,-0.953154,0.022217,-0.368908,-0.478286,-0.013916,-0.914578,
0.000,-0.953154,0.026124,-0.374523,-0.484878,0.009033,-0.915555,
0.991,-0.953154,0.015625,-0.374523,-0.489517,0.000000,-0.910672,
1.001,-0.953154,0.036378,-0.368908,-0.500015,0.000000,-0.910672,
0.000,-0.953154,0.052492,-0.365978,-0.490737,0.000000,-0.895047,
0.998,-0.949003,0.052492,-0.365978,-0.500015,0.010743,-0.887966,
1.011,0.000000,0.059572,-0.361583,-0.496597,0.010743,-0.879665,
0.000,-0.937528,0.062746,0.014405,-0.484451,0.010743,-0.879665,
0.991,-0.937528,0.062746,-0.360607,0.007569,0.007324,-0.874782,
0.999,-0.937528,0.068606,0.014161,-0.500015,0.008301,-0.873073,
0.000,-0.934354,0.076907,-0.358653,-0.490493,0.008301,-0.873073,
1.000,-0.937528,0.080813,-0.371837,-0.490493,0.006836,-0.859645,
1.007,-0.937528,0.080813,-0.360362,-0.500015,0.004883,-0.852321,
0.000,-0.937528,0.080813,-0.360362,-0.491470,0.004883,-0.859401,
0.993,-0.937528,0.078616,-0.371593,-0.491470,0.003418,-0.856959,
1.009,-0.937528,0.078616,-0.371593,-0.500015,0.002686,-0.865749,
0.000,-0.937528,0.077151,-0.371837,-0.492202,0.002686,-0.865749,
0.991,-0.937528,0.078616,-0.372082,-0.500015,0.000000,-0.866725,
1.009,-0.936063,0.078616,-0.372082,-0.500015,-0.002441,-0.864772,
0.000,-0.937528,0.073244,-0.375500,-0.500015,-0.002441,-0.864772,
0.991,-0.937528,0.063234,-0.377453,-0.493179,-0.002686,-0.872097,
1.001,-0.937528,0.063234,-0.377453,-0.490982,-0.000488,-0.879909,
0.000,-0.937528,0.054445,-0.381359,-0.490982,-0.000488,-0.879909,
0.999,-0.921903,0.046144,-0.378674,-0.487564,0.000244,-0.885281,
1.000,-0.921903,0.046144,-0.378674,-0.484145,0.002441,-0.885036,
0.000,-0.921903,0.039308,-0.374767,-0.484390,0.002441,-0.885036,
1.010,-0.921903,0.031251,-0.368419,-0.479995,0.007813,-0.886501,
0.990,-0.921903,0.035646,-0.368419,-0.475112,0.016846,-0.882107,
0.000,0.000000,0.027100,-0.365001,-0.484390,0.016846,-0.882107,
1.000,-0.921903,0.023682,-0.362560,-0.465102,0.024903,-0.871608,
1.008,-0.912137,0.023682,-0.362560,0.000000,0.032472,-0.870388,
0.000,-0.921903,0.021973,-0.361095,-0.456068,0.032472,0.004639,
0.992,-0.921903,0.015625,-0.362071,-0.468764,0.030763,-0.879177,
1.000,-0.921903,0.015625,-0.365245,-0.468764,0.016358,0.001221,
0.000,-0.906277,0.018067,-0.359386,-0.468764,0.016358,-0.889431,
1.015,-0.906277,0.018067,-0.350841,-0.468764,0.015381,-0.888943,
0.984,-0.906277,0.018067,-0.355724,-0.455336,0.019532,-0.879177,
0.000,-0.906277,-0.001709,-0.350352,-0.455336,0.020753,-0.874294,
1.000,-0.906277,0.015870,-0.343760,-0.468764,0.020753,-0.874294,
1.000,-0.906277,0.018799,-0.339122,-0.454359,0.010987,-0.873562,
0.000,-0.906277,0.018799,-0.339122,-0.468764,0.027345,-0.877712,
1.000,-0.906277,0.015625,-0.334971,-0.464369,0.027345,-0.877712,
1.001,-0.906277,0.025880,-0.328867,-0.464125,0.026368,-0.877224,
0.000,0.000000,0.025880,-0.328867,-0.468764,0.015625,-0.863551,
1.001,-0.902371,0.025880,-0.328867,-0.468764,0.019532,-0.863551,
0.999,-0.921903,0.034913,-0.333262,-0.468764,0.011719,-0.864040,
0.000,-0.921903,0.034913,-0.333262,-0.469008,0.012207,-0.866725,
1.000,-0.906277,0.040529,-0.333994,-0.469008,0.012207,-0.866725,
1.000,-0.906277,0.048341,-0.339122,-0.467788,0.011231,-0.860133,
0.000,-0.906277,0.048341,-0.334971,-0.470473,0.010498,-0.853053,
1.000,-0.921903,0.011231,-0.337901,-0.470473,0.010498,-0.853053,
1.000,-0.906277,0.063478,-0.341319,-0.478286,0.007080,-0.845240,
0.000,-0.906277,0.063478,-0.341319,-0.480972,-0.000244,-0.838648,
1.000,-0.906277,0.067629,-0.348887,-0.480972,-0.000244,-0.838648,
1.000,-0.921903,0.072512,-0.357433,-0.484390,-0.000244,-0.842311,
0.000,-0.921903,0.072512,-0.357433,-0.500015,-0.001953,-0.846217,
1.000,0.000000,0.076418,-0.363780,-0.500015,-0.001953,-0.846217,
0.999,-0.906277,0.077395,-0.365490,-0.500015,-0.005860,-0.842311,
0.000,-0.906277,0.077395,-0.365490,-0.486587,-0.006104,-0.848658,
1.001,-0.921903,0.076907,-0.365490,-0.500015,-0.006104,-0.848658,
1.001,-0.921903,0.072756,-0.370617,-0.489761,-0.003662,-0.849391,
0.000,-0.921903,0.072756,-0.370617,-0.500015,-0.000488,-0.854518,
0.999,-0.921903,0.067873,-0.379162,-0.491714,-0.000488,-0.870143,
1.000,-0.921903,0.061281,-0.377209,-0.489273,-0.000977,-0.864772,
0.000,-0.921903,0.048585,-0.369396,-0.500015,0.004395,-0.870388,
1.000,-0.921903,0.048585,-0.369396,-0.484390,0.009522,-0.878933,
1.034,-0.937528,0.040040,-0.373302,-0.484390,0.009522,-0.878933,
0.000,-0.937528,0.037110,-0.371593,-0.484390,0.013428,-0.880398,
0.967,-0.937528,0.037110,-0.371593,-0.473403,0.017579,-0.890652,
0.999,-0.937528,0.028321,-0.366466,-0.473403,0.017579,-0.877468,
0.000,-0.937528,0.020753,-0.365734,-0.484390,0.022462,-0.882839,
1.000,-0.937528,0.020753,-0.365734,-0.469008,0.022950,-0.898709,
1.000,-0.937528,0.015625,-0.362071,-0.469008,0.022950,-0.898709,
0.000,-0.953154,0.017090,-0.358898,-0.484390,0.020753,-0.914334,
1.000,-0.953154,0.017090,-0.358898,-0.484390,0.022950,-0.917020,
1.011,-0.937528,0.014405,-0.358898,-0.484390,0.022950,-0.917020,
0.000,-0.937528,0.012696,-0.363292,-0.473891,0.024171,-0.910916,
1.466,-0.937528,0.012696,-0.363292,-0.484390,0.024415,-0.014161,
0.669,-0.937528,0.017579,-0.364269,-0.484390,0.024415,-0.904812,
0.200,-0.937528,0.024171,-0.361095,-0.472670,0.023438,-0.906277,
1.013,-0.937528,0.024171,-0.361095,-0.476089,0.019532,-0.904080,
0.000,-0.937528,0.025147,-0.359142,-0.476089,0.019532,-0.904080,
0.991,-0.937528,0.024659,-0.362560,-0.478042,0.017823,-0.904324,
1.000,-0.937528,0.024659,-0.362560,-0.484390,0.016602,-0.909207,
0.000,-0.953154,0.026612,-0.369640,-0.484390,0.016602,-0.909207,
1.002,-0.953154,0.029786,-0.374279,-0.480727,0.013916,-0.892605,
0.997,-0.953154,0.029786,-0.014893,-0.484390,0.013428,-0.888699,
0.000,-0.934110,0.031495,-0.378918,-0.479507,0.013428,-0.888699,
1.001,-0.937528,0.035157,-0.384045,-0.483413,0.012207,-0.897488,
1.010,-0.937528,0.035157,-0.383068,-0.487808,0.009522,-0.887966,
0.000,-0.937528,-0.007324,-0.383068,-0.487808,0.009522,-0.883327,
0.991,-0.937528,0.043702,-0.382092,-0.487808,0.007324,-0.883327,
1.008,-0.937528,0.046876,-0.379650,-0.486587,0.006592,-0.885281,
0.000,-0.937528,0.050050,-0.379650,-0.500015,0.006104,-0.878933,
0.991,-0.937528,0.055177,-0.375255,-0.490737,0.006104,-0.878933,
1.000,-0.937528,0.060060,0.010254,-0.484451,0.006104,-0.874782,
1.000,-0.937528,0.060060,-0.380383,0.000000,0.001709,-0.863307,
0.000,-0.937528,0.066897,-0.383801,-0.492691,0.001709,-0.863307,
0.999,-0.937528,0.069582,-0.372082,-0.500015,0.004883,-0.853541,
1.001,-0.937528,0.069582,-0.372082,-0.484390,0.008789,-0.858668,
0.000,-0.937528,0.067385,-0.362560,-0.480727,0.008789,-0.858668,
1.010,-0.937528,0.067141,-0.355968,-0.484390,-0.010498,-0.858913,
0.000,-0.937528,0.067141,-0.355968,-0.500015,0.002197,-0.859645,
0.990,-0.937528,0.067141,-0.355968,-0.486587,0.002197,-0.859645,
0.999,-0.937528,0.060060,-0.347911,-0.488540,0.000732,-0.870876,
0.000,-0.937528,0.060060,-0.347911,-0.484390,0.002686,-0.872097,
1.001,-0.937528,0.055910,-0.348643,-0.484390,0.002686,-0.872097,
1.159,-0.921903,0.048830,-0.349620,-0.477798,0.006104,-0.863307,
0.040,-0.921903,0.048830,-0.005860,-0.484390,0.008057,-0.870388,
1.005,-0.918241,0.041505,-0.346690,0.008789,0.008057,-0.870388,
1.007,-0.921903,0.036134,-0.339366,-0.471450,0.010987,-0.004883,
0.000,-0.921903,0.036134,-0.339366,-0.468276,0.017335,-0.886257,
0.993,-0.921903,0.032716,-0.337657,-0.468764,0.017335,-0.886257,
0.000,-0.921903,0.029054,-0.337657,-0.470717,0.018311,-0.887722,
1.000,-0.921903,0.029054,-0.337657,-0.467788,0.015137,-0.884792,
0.999,-0.921903,0.024903,-0.338145,-0.467788,0.015137,-0.884792,
1.009,-0.921903,0.022462,-0.341807,-0.463149,0.021729,-0.885281,
0.000,-0.921903,0.023927,-0.346690,-0.468764,0.024171,-0.886257,
0.992,-0.921903,0.023927,-0.346690,-0.006348,0.024171,-0.878933,
0.000,-0.921903,0.025636,-0.005615,-0.460219,0.015625,-0.878933,
1.000,-0.905545,0.030274,-0.356456,-0.468764,0.012696,-0.871608,
0.999,-0.906277,0.030274,-0.356456,-0.466323,0.012207,-0.876003,
0.000,-0.906277,0.037599,-0.364269,-0.468764,0.012207,-0.876003,
1.001,-0.906277,0.039308,-0.367199,-0.466323,0.011231,-0.878933,
0.999,-0.906277,0.039308,-0.367199,-0.466323,0.014161,-0.871364,
1.010,-0.906277,0.031251,-0.365734,-0.460219,0.014161,-0.871364,
0.000,-0.906277,0.042238,-0.364757,-0.465834,0.012696,-0.861354,
0.991,-0.906277,0.042238,-0.364757,-0.468764,0.010254,-0.863307,
1.018,-0.906277,0.048341,-0.366222,-0.468276,0.010254,-0.863307,
0.000,-0.906277,0.047365,-0.368175,0.000000,0.011231,-0.866725,
0.981,-0.906277,0.047365,-0.368175,-0.473647,0.012452,-0.003906,
1.001,-0.906277,0.043702,-0.373058,-0.473647,0.012452,-0.863307,
0.000,-0.906277,0.045412,-0.373791,-0.484390,0.012452,-0.863551,
0.999,-0.906277,0.045412,-0.373791,-0.475844,0.008545,-0.867946,
1.007,-0.906277,0.045900,-0.362560,-0.475844,0.008545,-0.867946,
0.000,-0.921903,0.047609,-0.353526,-0.476577,0.006836,-0.867458,
0.994,-0.921903,0.047609,-0.353526,-0.484390,0.005615,-0.862331,
1.006,-0.921903,0.051759,-0.357433,-0.477553,0.005615,-0.862331,
0.000,-0.921903,0.050050,-0.353770,-0.484390,0.006348,-0.860377,
0.993,-0.921903,0.050050,-0.353770,-0.479018,0.010010,-0.864284,
0.000,-0.921903,0.048097,-0.350108,-0.479018,0.010010,-0.864284,
1.644,-0.921903,0.055422,-0.355968,-0.480483,0.010498,-0.868434,
0.249,-0.921903,0.058107,-0.338877,-0.484390,0.008545,-0.870876,
1.004,-0.921903,0.058107,-0.338877,-0.478530,0.008545,-0.870876,
0.000,-0.937528,0.056154,-0.341563,-0.478774,0.010987,-0.875759,
1.000,-0.937528,0.053713,-0.347667,-0.479995,-0.002441,-0.875271,
1.009,-0.937528,0.053713,-0.347667,-0.479995,0.011963,-0.873073,
0.000,-0.937528,0.051271,-0.347667,-0.480972,0.011963,-0.873073,
0.991,-0.937528,0.048585,-0.345958,-0.484390,0.011963,-0.877712,
0.999,-0.937528,0.048585,-0.345958,-0.012940,0.013184,-0.883572,
0.000,-0.937528,0.044435,0.008301,-0.468825,0.013184,-0.883572,
1.001,-0.927030,0.043214,-0.357677,-0.482925,0.015870,-0.889431,
1.009,-0.937528,0.043214,-0.348887,-0.484390,0.014405,-0.001709,
0.000,-0.921964,-0.898709,0.000000,-0.484390,0.014405,-0.892361,
0.991,-0.937528,0.030763,0.015137,-0.485610,0.009766,-0.894070,
1.000,-0.934843,0.030763,-0.359874,-0.483657,0.012696,-0.894070,
0.000,-0.937528,0.030518,0.010498,-0.483657,0.012696,-0.894070,
1.000,-0.937528,0.032228,-0.370373,-0.486343,0.013672,-0.904324,
1.000,-0.937528,0.032228,-0.370373,-0.484390,0.010987,-0.900418,
0.000,-0.953154,0.029542,-0.378185,-0.482681,0.010987,-0.900418,
1.000,-0.953154,0.031983,-0.382092,-0.477309,0.014161,-0.889431,
1.000,-0.953154,0.031983,-0.382092,-0.478042,0.014161,-0.894558,
0.000,-0.937528,0.031251,-0.378674,-0.478042,0.014161,-0.894558,
1.000,-0.937528,0.033204,-0.381115,-0.477065,0.012452,-0.891628,
1.000,-0.937528,0.033204,-0.381115,-0.484390,0.010743,-0.888210,
0.000,-0.937528,0.035890,-0.385266,-0.479507,0.010743,-0.888210,
1.002,-0.937528,0.039064,-0.384533,-0.484390,0.009522,-0.892849,
1.001,-0.937528,0.039064,-0.384533,-0.478530,0.011963,-0.886990,
0.000,-0.937528,0.041993,-0.385510,-0.478530,0.011963,-0.886990,
1.000,-0.937528,0.045900,-0.381359,-0.481704,-0.000732,-0.881374,
0.998,-0.937528,0.047609,-0.374279,-0.484390,0.015625,-0.886990,
0.000,-0.937528,0.046876,-0.374279,-0.484390,0.015625,-0.886990,
1.648,-0.937528,0.043947,-0.365734,-0.483413,0.013428,-0.887966,
0.090,-0.921903,0.041261,-0.362071,-0.480483,0.011719,-0.886257,
0.000,-0.921903,-0.000061,-0.362071,-0.468825,0.009766,-0.884060,
1.185,-0.921903,0.047853,-0.360851,-0.484390,0.009766,-0.884060,
0.822,-0.937528,0.048341,-0.357433,-0.474868,0.007569,-0.883083,
0.998,-0.937528,0.048341,0.001953,-0.476089,0.006836,-0.872829,
0.000,-0.921903,0.043947,-0.355235,-0.484390,0.006836,-0.872829,
1.000,-0.921903,0.041505,-0.351085,-0.479751,0.005860,-0.868679,
1.010,-0.921903,0.041505,-0.351085,-0.484390,0.006592,-0.869655,
0.000,-0.921903,0.041749,-0.346202,-0.484390,0.006592,-0.869655,
0.990,0.000000,0.045412,-0.345469,-0.484390,0.000000,-0.870143,
1.009,-0.912137,0.014161,-0.359386,-0.479995,0.010254,-0.869167,
0.000,-0.921903,0.048341,-0.343028,-0.479995,0.010254,-0.869167,
0.990,-0.921903,0.048341,-0.014893,-0.484390,0.010254,-0.872097,
1.009,-0.914334,0.048341,-0.343028,-0.474380,0.011963,-0.876735,
0.000,-0.921903,0.050539,-0.340831,-0.474380,0.011963,-0.876735,
0.993,-0.921903,0.051515,-0.339610,-0.484390,0.013428,-0.871852,
1.000,-0.921903,0.051515,-0.339610,-0.476577,0.011963,-0.867702,
0.000,-0.921903,0.054445,-0.346690,-0.484390,0.011963,-0.867702,
0.998,-0.921903,0.053713,-0.348887,-0.484390,0.010743,-0.869899,
1.015,0.000000,0.053713,-0.348887,-0.484390,0.012940,-0.870632,
0.000,-0.921903,0.049562,-0.352061,-0.484390,0.012940,-0.870632,
0.986,-0.921903,0.046632,-0.359142,-0.484390,0.010987,-0.870876,
1.000,-0.921903,0.046632,-0.361827,-0.484390,0.008789,-0.871120,
0.000,-0.921903,0.042970,-0.361827,-0.475844,0.008789,-0.871120,
0.999,-0.921903,0.039552,-0.361583,-0.484390,0.011719,-0.865505,
1.001,-0.921903,0.037843,-0.005615,-0.479751,0.014405,-0.869899,
0.715,-0.921903,0.037843,-0.365001,-0.479751,0.014405,-0.869899,
0.557,-0.921903,0.034425,-0.364513,-0.480727,0.013916,-0.875515,
0.000,-0.921903,0.034669,-0.369152,-0.478530,0.015870,-0.877224,
1.006,-0.921903,0.034669,-0.369152,-0.484390,0.018555,-0.880398,
0.999,-0.921903,0.037110,-0.369640,-0.475600,0.018555,-0.880398,
0.000,-0.921903,0.039308,-0.371105,-0.476089,0.015137,-0.877468,
1.000,-0.921903,0.039308,-0.371105,-0.478286,0.012452,-0.874294,
1.008,-0.921903,0.036622,-0.370861,-0.484390,0.012452,-0.874294,
0.000,-0.921903,0.034669,-0.366954,-0.477553,0.011231,-0.870876,
0.992,-0.921903,0.034669,-0.366954,-0.484390,0.013428,-0.873562,
1.009,-0.921903,0.039308,-0.369640,-0.470961,0.013428,-0.875026,
0.000,-0.921903,0.038331,-0.373058,-0.470473,0.016602,-0.876735,
0.991,-0.921903,0.007080,-0.373058,-0.472670,0.012940,-0.872341,
1.001,-0.921903,0.037599,-0.371349,-0.472670,0.012940,-0.872341,
0.000,-0.921903,0.041749,-0.365734,-0.484390,0.012696,-0.872341,
0.999,-0.921903,0.041749,-0.365734,-0.471694,0.016846,-0.876247,
1.010,-0.921903,0.042482,-0.361339,-0.484390,0.016846,-0.876247,
0.000,-0.921903,0.040284,-0.360362,-0.484390,0.011963,-0.873317,
0.990,-0.921903,0.040284,-0.360362,-0.484390,0.007080,-0.871608,
0.999,-0.921903,0.040529,-0.355235,-0.478774,0.007080,-0.871608,
0.000,-0.921903,0.044191,-0.349864,-0.476089,0.010987,-0.876735,
1.000,-0.921903,0.044191,-0.351085,-0.477553,0.012452,-0.878200,
1.001,-0.921903,0.044679,-0.351085,-0.484390,0.012452,-0.878200,
0.000,-0.921903,0.042970,-0.353038,-0.484390,0.014405,-0.876735,
1.000,-0.921903,0.043214,-0.348643,-0.484390,0.014893,-0.872829,
1.000,-0.921903,0.043214,-0.348643,-0.484390,0.000000,-0.872829,
0.000,0.014893,0.046144,-0.343760,-0.484390,0.010987,-0.869167,
1.000,-0.921903,0.046876,-0.347667,-0.484390,0.008545,-0.871852,
1.008,-0.921903,0.046876,-0.347667,-0.479018,0.008545,-0.871852,
0.000,-0.921903,0.047121,-0.347667,-0.008545,0.008545,-0.873073,
0.996,-0.937528,0.051759,-0.342295,-0.484390,0.010010,-0.871608,
1.005,-0.937528,0.051759,-0.342295,-0.480239,0.013428,-0.873806,
0.340,-0.937528,0.054201,-0.343272,-0.484390,0.013428,-0.873806,
1.105,-0.937528,0.051271,-0.348887,-0.482192,0.015381,-0.879421,
0.000,-0.937528,0.051271,-0.348887,-0.479507,0.013672,-0.885769,
0.900,-0.937528,0.047853,-0.352550,-0.479507,0.013672,-0.885769,
1.009,-0.937528,0.044435,-0.349132,-0.479263,0.000000,-0.882595,
0.000,-0.926053,0.044435,-0.349132,-0.480972,0.010010,-0.880153,
0.990,-0.000061,0.044679,-0.350352,-0.484390,0.010010,-0.880153,
1.008,-0.937528,0.047121,0.004883,-0.468825,0.010498,-0.878444,
0.000,-0.937528,0.047121,-0.354503,-0.480239,0.010987,-0.880398,
0.993,-0.937528,0.045656,-0.358409,-0.484390,0.010987,-0.005371,
1.009,-0.921964,0.043458,-0.365734,-0.483901,0.012452,-0.883327,
0.000,-0.937528,0.043458,-0.365734,-0.477065,0.012696,-0.883327,
0.990,-0.937528,0.041993,-0.366710,-0.477065,0.012696,-0.883327,
1.008,-0.937528,0.041993,-0.367199,-0.474380,0.011475,-0.885525,
0.000,-0.937528,0.041993,-0.367199,-0.484390,0.010743,-0.882595,
0.992,-0.937528,0.040040,-0.370373,-0.484390,0.010743,-0.882595,
1.009,-0.937528,0.039308,-0.376232,-0.484390,0.011475,-0.885281,
0.000,0.000000,0.040284,-0.381603,-0.480727,0.012940,-0.887966,
0.992,-0.937528,0.040284,-0.381603,-0.484390,0.012940,-0.887966,
1.009,-0.927518,0.040529,-0.375988,-0.479263,0.013672,-0.884792,
0.000,-0.937528,0.038575,-0.365490,-0.476089,0.011963,-0.886257,
0.990,-0.937528,0.038575,-0.374279,-0.476089,0.011963,-0.886257,
1.008,-0.937528,0.004151,-0.378185,-0.479995,0.014161,-0.888943,
0.000,-0.937528,0.034669,-0.383801,-0.484390,0.016358,-0.883572,
0.992,-0.937528,0.034669,-0.383801,-0.484390,0.016358,-0.882351,
1.008,-0.937528,0.034669,-0.385021,-0.479995,0.013916,-0.882351,
0.000,-0.937528,0.034425,-0.377941,-0.484390,0.014161,-0.883572,
1.380,-0.937528,0.034425,-0.377941,-0.484390,0.012696,-0.880398,
0.701,-0.937528,0.034181,-0.367931,-0.484390,0.012696,-0.880398,
0.000,-0.937528,0.036622,0.011963,-0.468825,0.012696,-0.883572,
1.306,-0.925565,0.036622,-0.363048,-0.477065,0.013184,-0.883327,
0.000,-0.937528,0.036378,-0.362071,-0.484390,0.013184,-0.883327,
1.009,-0.937528,0.038575,-0.361827,-0.484390,0.009766,-0.877468,
1.007,-0.937528,0.038575,-0.361827,-0.474624,0.010254,-0.877956,
0.000,-0.937528,0.041017,-0.358165,-0.484390,0.010254,-0.877956,
0.993,-0.921903,0.037599,-0.355968,-0.473403,0.013672,-0.877224,
1.000,-0.921903,0.037599,-0.355968,-0.474380,0.015381,-0.874050,
0.000,-0.921903,0.038820,-0.351085,-0.474380,0.015381,-0.874050,
0.999,-0.921903,0.044679,-0.345958,-0.484390,0.016846,-0.872097,
1.009,-0.921903,0.044679,0.013428,0.006104,0.013916,-0.871364,
