Acquisition Time[ms], ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, 
0.089,-0.937528,0.042726,-0.367687,-0.475356,0.012696,-0.882107,
1.000,-0.921903,0.046388,-0.368663,-0.484390,0.012940,-0.877468,
1.010,-0.921903,0.046388,-0.368663,-0.477553,0.012940,-0.877468,
0.000,-0.921903,0.045412,-0.368419,-0.484390,0.014649,-0.876491,
0.990,-0.921903,0.043214,-0.366710,-0.484390,0.013428,-0.874782,
1.012,-0.921903,0.044191,-0.362071,-0.484390,0.013428,-0.874782,
0.000,-0.921903,0.044191,-0.362071,-0.484390,0.011719,-0.875759,
0.988,-0.921903,0.045167,-0.359386,-0.476577,0.009766,-0.878200,
1.009,-0.921903,0.041993,-0.363536,-0.476577,0.009766,-0.003174,
0.088,-0.921903,0.041993,-0.363536,-0.479263,0.009766,-0.880642,
1.000,-0.921903,0.041261,-0.362071,-0.478774,0.008789,-0.876491,
0.000,-0.921903,0.040773,-0.359142,-0.478774,0.008789,-0.876491,
1.001,-0.921903,0.040773,-0.359142,-0.474868,0.009278,-0.875271,
1.012,-0.937528,0.038331,-0.355724,-0.484390,0.010987,-0.877224,
0.000,-0.921903,0.041749,-0.358653,-0.484390,0.000000,-0.869899,
0.988,-0.911160,0.041749,-0.358653,-0.484390,0.010743,-0.869899,
0.999,0.000000,0.043947,-0.361583,-0.484390,0.009033,-0.868923,
0.000,-0.921903,0.041993,-0.361095,-0.475844,0.006348,-0.871852,
1.000,-0.921903,0.041993,-0.361095,0.008545,0.006348,-0.871852,
1.009,-0.921903,0.040773,-0.004395,-0.484390,0.008789,-0.870876,
0.991,-0.921903,0.039552,-0.361095,-0.479018,0.010987,-0.870632,
0.000,-0.921903,0.039552,-0.361095,-0.479018,0.010987,-0.870632,
1.000,-0.921903,0.041993,-0.354991,-0.484390,0.010987,-0.872585,
0.000,-0.921903,0.044923,-0.357921,-0.473403,0.009278,-0.875026,
1.001,-0.921903,0.044923,-0.357921,-0.473403,0.009278,-0.873073,
1.009,-0.921903,-0.001221,-0.359874,-0.478042,0.009766,-0.871364,
0.000,-0.921903,0.044191,-0.354259,-0.484390,0.011231,-0.873806,
1.454,-0.921903,0.044191,-0.354259,-0.480239,0.011231,-0.873806,
0.668,-0.921903,0.044679,-0.352794,-0.479507,0.008789,-0.876735,
0.000,-0.921903,0.046876,-0.354259,-0.484390,0.006104,-0.871364,
1.010,-0.921903,0.046876,-0.353770,-0.484390,0.006104,-0.871364,
1.000,0.000000,0.044679,-0.353770,-0.484390,0.008301,-0.869655,
0.000,-0.921903,0.041749,-0.354259,-0.484390,0.010010,-0.869411,
1.000,-0.921903,0.040529,-0.354015,-0.479751,0.010010,-0.869411,
0.000,-0.921903,0.040529,-0.354015,-0.484390,0.010010,-0.873562,
1.000,-0.921903,0.041261,-0.351573,-0.479018,0.010987,-0.880398,
1.001,-0.937528,-0.005615,-0.354259,-0.479018,0.010987,-0.880398,
1.183,-0.937528,0.041261,-0.354259,-0.476577,0.012452,-0.877712,
0.000,-0.921903,0.040773,-0.358898,-0.484390,0.011719,-0.879177,
0.817,-0.921903,0.044191,-0.362071,-0.484390,0.011719,-0.879177,
1.011,-0.921903,0.044191,-0.362071,-0.474624,0.009278,-0.875759,
0.000,-0.921903,0.044923,-0.365001,-0.484390,0.011231,-0.876247,
0.989,-0.921903,0.041749,-0.360851,-0.475112,0.009033,-0.879421,
1.000,-0.921903,0.041749,-0.360851,-0.477309,0.009033,-0.879421,
0.000,-0.921903,0.041749,-0.360851,-0.484390,0.009766,-0.875271,
0.999,-0.921903,0.039064,-0.360118,-0.471450,0.013428,-0.876247,
1.011,-0.921903,0.039064,-0.360118,-0.471450,0.013428,-0.876247,
0.000,-0.937528,0.043947,-0.365001,-0.474624,0.014161,-0.876003,
0.990,-0.937528,0.047121,-0.365245,-0.479018,0.012696,-0.877468,
1.013,-0.937528,0.047121,-0.365245,-0.479018,0.012696,-0.877468,
0.000,-0.921903,0.042970,-0.001709,-0.468825,0.007813,-0.876003,
0.987,-0.921903,0.041749,-0.356456,0.001709,0.006836,-0.873806,
1.011,-0.921903,0.041749,-0.356456,-0.482681,0.006836,-0.873806,
0.000,-0.921903,0.038820,-0.355968,-0.479995,0.008301,-0.877712,
0.989,-0.921903,0.038820,-0.355968,-0.478774,0.009522,-0.884792,
0.999,-0.921903,0.038820,-0.358898,-0.478774,0.009522,-0.884792,
0.000,-0.921903,-0.008057,-0.358898,-0.478530,0.011475,-0.882595,
1.320,-0.921903,0.038820,-0.364025,-0.474135,0.011475,-0.873073,
0.680,-0.937528,0.041993,-0.362316,-0.474135,0.011475,-0.873073,
0.000,-0.937528,0.041993,-0.362316,-0.477553,0.009522,-0.876735,
1.009,-0.937528,0.042482,-0.358165,-0.481460,0.009033,-0.881374,
1.006,-0.937528,0.044679,-0.358653,-0.484390,0.009033,-0.881374,
0.000,-0.924833,0.044679,-0.358653,-0.479751,0.009278,-0.878200,
1.329,-0.937528,0.044923,-0.360851,-0.474868,0.009278,-0.880642,
0.000,-0.937528,0.042238,-0.359142,-0.474868,0.009278,-0.880642,
1.003,-0.937528,-0.004639,-0.359142,-0.476821,0.007813,-0.882351,
1.007,-0.921903,0.041505,-0.356944,-0.480727,0.005615,-0.882351,
0.000,-0.921903,0.041261,-0.358165,-0.480727,0.005615,-0.880642,
1.019,-0.921903,0.041261,-0.358165,-0.478286,0.007080,-0.880642,
0.985,0.000000,0.041505,-0.357921,-0.480239,0.007813,-0.875759,
0.000,-0.937528,0.041017,0.003906,-0.481704,0.008057,-0.875515,
0.990,-0.925809,0.041017,-0.355479,-0.481704,0.008057,-0.875515,
0.999,-0.937528,0.040284,-0.359142,-0.484390,0.011719,-0.002930,
0.000,-0.921964,0.040284,-0.360851,-0.484390,0.012452,-0.881863,
1.001,-0.937528,0.040284,-0.359874,-0.480727,0.012452,-0.881863,
1.010,-0.937528,0.040773,-0.355724,-0.479995,0.012696,-0.882839,
0.000,-0.937528,0.042238,-0.355479,-0.480483,0.012696,-0.879909,
0.990,-0.937528,0.042238,-0.355479,-0.480483,0.012696,-0.879909,
1.007,-0.921903,0.041993,-0.358898,-0.484390,0.011719,-0.879665,
0.000,-0.921903,0.043214,-0.360607,-0.484390,0.012207,-0.879421,
0.993,0.000000,0.043214,-0.360607,-0.484390,0.012207,-0.879421,
0.999,-0.937528,0.045412,-0.362560,-0.484390,0.009278,-0.880153,
0.000,-0.918973,0.043947,-0.366222,0.000000,0.009033,-0.881374,
1.001,-0.921903,0.044435,-0.365734,-0.476333,0.009033,-0.006348,
1.008,-0.921903,0.044435,-0.365734,-0.484390,0.014161,-0.877956,
0.000,-0.937528,0.045412,-0.363292,-0.484390,0.012696,-0.877468,
0.992,-0.937528,0.042238,-0.360607,-0.484390,0.012696,-0.877468,
1.008,-0.937528,0.042238,-0.360607,-0.481460,0.009278,-0.873806,
0.000,-0.921903,0.043458,-0.357921,-0.480483,0.010987,-0.874294,
0.992,-0.937528,0.046144,-0.357188,-0.484390,0.000000,-0.874294,
1.000,-0.926542,0.046144,-0.357188,-0.484390,0.009766,-0.881863,
0.557,0.000000,0.045167,-0.355968,-0.484390,0.009766,-0.882839,
0.209,-0.921903,0.042482,-0.359630,-0.484390,0.009766,-0.882839,
1.016,-0.921903,0.042482,-0.359630,-0.473891,0.009278,-0.877956,
0.000,-0.921903,0.041017,-0.365245,-0.475356,0.006592,-0.875026,
0.996,-0.921903,0.043458,-0.363536,-0.484390,0.006592,-0.874050,
0.992,-0.921903,0.043458,-0.363536,-0.476577,0.009278,-0.874050,
0.000,-0.921903,0.041993,-0.358898,-0.484390,0.012940,-0.875271,
1.009,-0.921903,0.042726,-0.358409,-0.476821,-0.002930,-0.874538,
0.991,-0.921903,0.042726,-0.358409,-0.484390,0.012696,-0.874538,
0.000,-0.921903,0.043702,-0.358898,-0.475112,0.000000,-0.877712,
1.001,-0.907986,0.042482,-0.359874,-0.474135,0.012696,-0.881130,
0.999,0.000000,0.042482,-0.359874,-0.484390,0.000000,-0.881130,
1.000,-0.909207,0.044679,-0.362804,-0.473647,0.009033,-0.880642,
0.000,-0.921903,0.044679,-0.362804,0.008301,0.010254,-0.883083,
1.000,-0.921903,0.044679,-0.362804,-0.484390,0.010254,-0.883083,
0.000,-0.921903,0.043947,-0.352794,-0.477309,0.011231,-0.877712,
1.008,-0.921903,0.041261,-0.357433,-0.478286,0.013916,-0.872829,
0.992,-0.921903,0.042970,-0.356700,-0.484390,0.013916,-0.872829,
0.000,-0.937528,0.042970,-0.356700,-0.478774,0.015381,-0.874538,
1.000,-0.921903,0.043702,-0.352794,-0.477309,0.011475,-0.877224,
1.000,-0.921903,0.041505,-0.350597,-0.484390,0.011475,-0.877224,
1.009,-0.921903,0.041505,-0.350597,-0.484390,0.010987,-0.875515,
0.000,-0.921903,0.041261,-0.356700,-0.484390,0.009522,-0.872097,
0.991,-0.921903,-0.000061,-0.357921,-0.479018,0.009522,-0.872097,
0.000,-0.921903,0.040773,-0.357921,-0.484390,0.011719,-0.871852,
1.000,-0.921903,0.041505,-0.355968,-0.474135,0.015870,-0.011231,
1.000,-0.921964,0.046388,-0.357921,-0.474135,0.015870,-0.870632,
0.000,-0.937528,0.046388,-0.357921,-0.484390,0.014405,-0.873317,
1.700,-0.921903,0.043702,-0.356212,-0.474868,0.012940,-0.876003,
0.000,-0.921903,-0.008545,-0.358409,-0.474868,0.012940,-0.876003,
1.006,-0.921903,0.038331,-0.358409,-0.476577,0.010743,-0.872097,
0.000,-0.921903,0.038820,-0.362804,-0.476821,0.010010,-0.870632,
1.053,-0.921903,0.039308,-0.354503,-0.476821,0.010010,-0.873806,
0.983,0.000000,0.039308,-0.354503,-0.484390,0.011231,-0.873806,
0.000,-0.921903,0.040040,-0.354503,-0.484390,0.012207,-0.870632,
1.017,-0.921903,0.041993,-0.360851,-0.484390,0.011231,-0.873562,
0.982,-0.921903,0.041993,-0.360851,-0.482925,0.011231,-0.014161,
0.000,-0.921903,0.044923,-0.354503,-0.478774,0.006836,-0.881863,
0.996,-0.921903,0.044679,-0.352794,-0.484390,0.008057,-0.881130,
0.968,-0.921903,0.044679,-0.352794,-0.484390,0.008057,-0.881130,
1.008,-0.921903,0.043214,-0.360118,-0.476821,0.009522,-0.890652,
0.000,-0.921903,0.043458,-0.366466,-0.478286,0.009522,-0.877224,
1.017,-0.921903,0.043458,-0.359874,-0.478286,0.009522,-0.877224,
0.000,-0.921903,0.041505,-0.359874,-0.476821,0.011719,-0.877712,
1.009,-0.921903,0.040284,-0.355235,-0.484390,0.009033,-0.875026,
0.966,-0.921903,0.041993,-0.364269,-0.484390,0.009033,-0.875026,
0.000,-0.921903,0.041993,-0.364269,-0.484390,0.013428,-0.876491,
1.008,-0.921903,0.045656,-0.366954,-0.480727,0.016602,-0.879177,
0.992,-0.921903,0.046144,-0.357188,0.003662,0.016602,-0.879177,
0.000,-0.921903,0.046144,-0.357188,-0.480483,0.012696,-0.876735,
1.001,-0.921903,0.043947,-0.352550,-0.481460,0.010010,-0.874782,
0.999,-0.937528,0.045656,-0.345225,-0.481460,0.010010,-0.874782,
0.000,-0.937528,0.045656,-0.358653,-0.480483,0.011719,-0.877712,
1.010,-0.937528,-0.002686,-0.362804,-0.481948,0.016358,-0.881130,
1.190,-0.937528,0.040284,-0.358165,-0.484390,0.016358,-0.881130,
0.674,-0.937528,0.040284,-0.358165,-0.484390,0.014161,-0.877468,
0.000,-0.921903,0.042482,-0.351329,-0.484390,0.013184,-0.878200,
1.004,-0.921903,0.042482,-0.353526,-0.484390,0.000000,-0.878200,
1.009,-0.908719,0.042482,-0.353526,-0.484390,0.015137,-0.881130,
0.000,-0.921903,0.040284,-0.359386,-0.479751,0.011963,-0.878689,
0.991,-0.937528,0.041261,-0.358409,-0.484390,0.011963,-0.877224,
0.999,-0.937528,0.041261,-0.358409,-0.478286,0.009033,-0.877224,
0.000,-0.937528,0.042970,-0.344981,-0.477065,0.008301,-0.877468,
1.001,-0.937528,0.042482,-0.360851,-0.476089,0.010010,-0.882595,
1.000,-0.937528,0.011231,-0.360851,-0.476089,0.010010,-0.882595,
0.000,-0.937528,0.044435,-0.363048,-0.484390,0.013184,-0.883816,
1.024,-0.937528,0.045412,-0.362560,-0.484390,-0.004883,-0.876247,
0.975,-0.937528,0.045412,-0.362560,-0.479507,0.010743,-0.876247,
0.000,-0.921903,0.040529,-0.363292,-0.484390,0.010010,-0.873806,
1.001,-0.937528,0.039308,-0.363048,-0.480483,0.013184,-0.875759,
1.000,-0.937528,0.041261,-0.358165,-0.484390,0.013184,-0.875759,
0.000,-0.937528,0.041261,0.001221,-0.478286,0.009522,-0.876735,
1.021,-0.937528,0.041261,-0.362071,-0.477798,0.008301,-0.879665,
0.979,-0.937528,0.041261,-0.360851,-0.477798,0.008301,-0.879665,
0.000,-0.937528,0.041261,-0.362804,-0.484390,0.011719,-0.881618,
1.012,-0.937528,0.043214,-0.359142,-0.476089,0.010010,-0.883327,
0.994,-0.937528,0.044435,-0.360118,-0.476089,0.010010,-0.883327,
0.000,-0.937528,0.044435,-0.360118,-0.475356,0.010254,-0.884304,
0.995,-0.937528,0.044191,-0.356944,-0.477798,0.012696,-0.879421,
1.008,-0.937528,0.044679,-0.355235,-0.484390,0.000000,-0.879421,
0.000,-0.924833,0.044679,-0.355235,-0.484390,0.014649,-0.875026,
0.992,0.000000,0.042726,-0.358409,-0.473891,0.014649,-0.876980,
1.018,-0.921903,0.041017,-0.361095,-0.484390,0.014649,-0.876980,
0.000,-0.917996,0.041017,-0.361095,-0.471694,0.013428,-0.874538,
0.983,-0.921903,0.043702,-0.363048,-0.484390,0.012696,-0.011231,
0.997,-0.921903,0.042726,-0.356700,-0.476577,0.012696,-0.870632,
0.000,-0.921903,0.042726,-0.356700,-0.484390,0.011719,-0.873073,
1.001,-0.921903,0.041749,-0.357188,-0.478774,0.011963,-0.875271,
1.006,-0.921903,0.044923,-0.360607,-0.478774,0.011963,-0.877224,
0.000,-0.921903,0.044923,-0.360607,-0.484390,0.013916,-0.877224,
0.994,-0.921903,0.046388,-0.359874,-0.475600,0.012207,-0.877712,
1.064,-0.921903,0.046388,-0.361583,-0.484390,0.010498,-0.876491,
0.548,-0.921903,0.046388,-0.361583,-0.476089,0.010498,-0.876491,
0.446,-0.921903,0.045412,-0.360607,-0.484390,0.012940,-0.876735,
0.000,-0.921903,0.045900,-0.359630,-0.477309,0.010743,-0.878200,
1.005,-0.921903,0.044435,-0.362071,-0.477309,0.010743,-0.878200,
0.999,-0.921903,0.044435,-0.362071,-0.484390,0.011719,-0.877956,
1.009,-0.921903,0.042238,-0.359386,-0.484390,0.015137,-0.879909,
0.000,-0.921903,0.040529,-0.356944,-0.477309,0.015137,-0.879909,
0.991,-0.921903,0.031251,-0.356944,-0.475112,-0.001709,-0.879909,
0.000,-0.921903,0.041261,-0.361339,-0.477798,0.012207,-0.875759,
1.000,-0.921903,0.031251,-0.361827,-0.472915,0.012207,-0.875759,
1.000,-0.921903,0.042726,-0.361827,-0.477553,0.013428,-0.876735,
1.008,-0.921903,0.042726,-0.358409,-0.484390,0.014893,-0.877956,
0.000,-0.921903,0.043702,-0.357921,-0.484390,0.014893,-0.877956,
0.993,-0.921903,0.043702,-0.357921,-0.484390,0.016114,-0.875271,
1.009,-0.921903,0.042238,-0.014649,-0.468825,0.013916,-0.876735,
0.000,-0.921903,0.043214,-0.357677,-0.484390,0.013916,-0.876735,
0.990,-0.921903,0.043214,-0.357677,-0.484390,0.010987,-0.877956,
0.000,-0.921903,0.043214,-0.355235,-0.484390,0.012452,-0.875515,
1.000,-0.921903,0.042238,-0.353770,-0.477553,0.012452,-0.890652,
0.999,-0.921903,0.042238,-0.353770,-0.476333,0.012696,-0.873562,
1.009,-0.921903,-0.005371,-0.357188,-0.473647,0.011963,-0.876003,
0.000,-0.921903,0.043458,-0.359386,-0.473647,0.011963,-0.876003,
0.992,-0.921903,0.043458,-0.359386,-0.470961,0.013184,-0.877468,
1.009,-0.937528,0.042970,-0.360118,-0.484390,0.016358,-0.870632,
0.000,-0.937528,0.042970,-0.360851,-0.484390,0.015625,-0.870632,
0.991,-0.936796,0.042970,-0.360851,-0.484390,0.015625,-0.872341,
1.020,0.000000,0.045167,-0.364513,-0.484390,0.014161,-0.874782,
0.593,-0.937528,0.041505,-0.368908,-0.484390,0.011719,-0.874782,
0.099,-0.923368,0.041505,-0.368908,-0.484390,0.011719,-0.874782,
1.005,-0.937528,0.041993,0.011963,-0.484390,0.008789,-0.873562,
0.000,-0.937528,0.041993,-0.363048,-0.472915,0.011475,-0.875026,
1.008,-0.921903,0.043947,-0.361583,-0.472915,0.011475,-0.875026,
0.992,-0.921903,0.043947,-0.361583,-0.479507,0.011475,-0.877224,
0.000,-0.921903,0.042482,-0.362071,-0.479995,0.011963,-0.875759,
0.999,-0.937528,0.042726,-0.367687,-0.479995,0.011963,-0.875759,
1.000,-0.937528,0.042726,-0.367687,-0.476333,0.012940,-0.880398,
0.000,-0.937528,0.045900,-0.362316,-0.484390,0.008301,-0.882107,
1.000,-0.937528,0.046144,-0.357433,-0.484390,0.008301,-0.882107,
1.011,-0.937528,0.046144,-0.357433,-0.484390,0.010010,-0.878933,
0.000,0.000000,0.043214,-0.356700,-0.475112,0.013184,-0.879177,
0.990,-0.921903,0.042726,-0.001709,-0.475112,0.013184,-0.879177,
0.999,-0.921903,0.042726,-0.361095,0.008545,0.013428,-0.880153,
0.000,-0.921903,0.041505,-0.358653,-0.484390,0.014161,-0.876980,
1.008,-0.921903,0.042482,-0.354015,-0.477065,0.014161,-0.876980,
0.993,-0.921903,0.042482,-0.358165,-0.479507,0.013916,-0.875271,
0.000,-0.937528,0.041749,-0.358165,-0.481216,0.014405,-0.874538,
0.999,-0.937528,0.040284,-0.355479,-0.484390,0.014405,-0.874538,
1.011,-0.937528,0.040284,-0.355479,-0.477798,0.012207,-0.877224,
0.990,-0.937528,0.040040,-0.357188,-0.473647,0.011963,-0.878200,
0.000,-0.937528,0.041261,-0.363780,-0.473647,0.011963,-0.878200,
0.999,-0.937528,0.041261,-0.363780,-0.484390,0.013184,-0.876003,
1.011,-0.921903,0.042726,-0.358898,-0.477798,0.009278,-0.878689,
0.000,-0.921903,0.043458,-0.354747,-0.477798,0.009278,-0.878689,
1.204,-0.921903,0.043458,-0.354747,-0.479751,0.010987,-0.877224,
0.428,-0.921903,0.046144,-0.354991,-0.479751,0.014161,-0.874294,
0.000,-0.921903,0.047121,-0.358653,-0.479751,0.010498,-0.879665,
0.000,-0.921903,0.046144,-0.358898,-0.478774,0.010498,-0.879665,
0.986,-0.921903,0.046144,-0.358898,-0.484390,0.011231,-0.882839,
0.000,-0.921903,0.045412,-0.361339,-0.484390,0.011963,-0.877224,
0.000,-0.921903,0.043458,-0.364025,-0.484390,0.000000,-0.877224,
0.987,-0.909940,0.043458,-0.364025,-0.484390,0.012696,-0.873806,
0.000,0.000000,0.043702,-0.362316,-0.484390,0.012207,-0.874782,
1.000,-0.921903,0.043947,-0.357677,-0.479018,0.012207,-0.874782,
1.000,-0.921903,0.043947,-0.357677,-0.477553,0.009766,-0.881130,
0.000,-0.921903,0.042238,-0.354015,-0.476577,0.010743,-0.005371,
1.016,-0.921964,0.046388,-0.359630,-0.476577,0.010743,-0.880398,
0.984,-0.937528,0.046388,-0.359630,-0.484390,0.012452,-0.877712,
0.000,-0.921903,0.048830,-0.360118,-0.480727,0.014161,-0.877956,
1.014,-0.921903,0.045900,-0.360118,-0.480727,0.014161,-0.890652,
0.987,-0.921903,0.045900,-0.360118,-0.476577,0.012696,-0.872097,
0.000,-0.921903,0.043214,-0.363780,-0.484390,0.008545,-0.874050,
1.013,-0.937528,0.042238,-0.358898,-0.475600,0.008545,-0.874050,
0.987,-0.937528,0.042238,-0.358898,-0.476577,0.006348,-0.881863,
0.000,-0.937528,0.044191,-0.358165,-0.474380,0.005371,-0.881374,
1.000,0.000000,0.044191,-0.358165,-0.484390,0.005371,-0.881374,
0.999,-0.937528,0.044191,-0.358165,-0.477065,0.007813,-0.874294,
0.000,-0.921903,0.041261,-0.360851,-0.484390,0.011963,-0.875026,
0.000,-0.921903,0.041505,-0.354747,-0.476089,0.011963,-0.875026,
1.027,-0.921903,0.041505,-0.354747,-0.484390,0.010498,-0.879909,
0.000,-0.921903,0.039308,-0.352061,-0.476089,0.010498,-0.890652,
0.991,-0.937528,0.039796,-0.359142,-0.476089,0.010498,-0.879421,
1.025,-0.937528,0.039796,-0.374767,-0.475112,-0.006104,-0.874294,
0.000,-0.921903,0.043458,-0.362316,-0.484390,0.008789,-0.874294,
1.021,-0.921903,0.031251,-0.362316,-0.477798,0.011719,-0.876980,
0.985,-0.921903,0.044923,-0.360362,-0.478774,0.011719,-0.876980,
0.852,-0.921903,0.044923,-0.360362,-0.484390,0.010743,-0.876491,
0.050,-0.937528,0.043702,-0.356944,-0.484390,0.011719,-0.874538,
1.004,-0.937528,0.041993,-0.355479,0.000000,0.011719,-0.874538,
1.013,-0.937528,0.041993,-0.355479,-0.484390,0.013184,-0.871608,
0.000,-0.921903,0.040040,-0.357677,-0.480727,0.009766,-0.873073,
0.997,-0.921903,0.042238,-0.359142,-0.480727,0.009766,-0.875026,
0.000,-0.921903,0.042238,-0.359142,-0.483413,0.008545,-0.878689,
0.991,-0.921903,0.044435,-0.361095,-0.480972,0.009033,-0.880642,
0.999,-0.937528,0.042970,-0.360607,-0.480972,0.009033,-0.880642,
1.013,-0.937528,0.042970,-0.360607,-0.484390,0.010498,-0.878200,
0.000,-0.921903,0.040529,-0.361583,-0.478042,0.012207,-0.876735,
0.987,-0.921903,0.041261,-0.363292,-0.484390,0.012207,-0.876735,
1.015,-0.921903,0.041261,-0.363292,-0.484390,0.013672,-0.876735,
0.000,-0.921903,0.043947,-0.362071,-0.474868,0.015625,-0.875271,
0.985,-0.921903,0.044435,-0.359386,-0.484390,0.015625,-0.875271,
0.000,-0.921903,0.044435,-0.359386,-0.484390,0.012696,-0.877712,
0.999,-0.921903,0.043702,-0.358898,-0.484390,0.011231,-0.877712,
1.000,-0.921903,0.042238,-0.358653,-0.484390,0.011231,-0.877712,
1.014,-0.921903,-0.004639,-0.358653,-0.474380,0.011231,-0.871608,
0.000,-0.921903,0.039308,-0.356456,-0.476333,0.007569,-0.872097,
0.987,-0.921903,0.031251,-0.358409,-0.472182,0.007569,-0.872097,
1.011,-0.921903,0.043458,-0.358409,-0.484390,0.008545,-0.873806,
0.000,-0.921903,0.046876,-0.361583,-0.477553,0.010498,-0.876491,
0.993,-0.921903,0.046876,-0.359386,-0.477553,0.010498,-0.876491,
0.000,-0.921903,0.031251,-0.355235,-0.474868,0.012452,-0.879177,
0.996,-0.921903,0.044191,-0.355235,-0.484390,0.011963,-0.878200,
1.000,-0.921903,0.043214,-0.354503,0.009278,0.009033,-0.877956,
0.000,-0.921903,0.046388,-0.358898,-0.484390,0.009033,-0.877956,
1.605,-0.921903,0.046388,-0.358898,0.000000,0.010254,-0.878200,
0.000,-0.921903,0.047609,-0.363536,-0.477553,0.011231,-0.875026,
1.009,-0.921903,0.043947,-0.361827,-0.484390,0.011231,-0.875026,
1.000,-0.921903,0.043947,-0.361827,-0.475600,0.011231,-0.871852,
0.000,-0.921903,0.040773,-0.359386,-0.484390,0.013916,-0.872585,
0.999,-0.921903,0.044191,-0.360607,-0.484390,0.013916,-0.872585,
1.007,-0.921903,0.044191,-0.360607,-0.484390,0.014649,-0.876735,
0.000,-0.921903,0.042482,-0.360118,-0.484390,0.013184,-0.874782,
0.994,-0.921903,0.039308,-0.358898,-0.479263,0.013184,-0.874782,
1.005,-0.921903,0.039308,-0.358898,-0.483169,0.012940,-0.874782,
0.000,-0.921903,0.041993,-0.361827,-0.484390,0.009522,-0.877224,
0.995,-0.937528,0.040773,-0.359386,-0.484390,0.009522,-0.877224,
1.032,-0.937528,0.040773,-0.359386,-0.480483,0.009522,-0.890652,
0.116,-0.921903,0.038575,-0.355235,-0.478530,0.010743,-0.875271,
1.002,-0.921903,0.040773,-0.358653,-0.478530,-0.004883,-0.875271,
0.000,-0.921903,0.040773,-0.358653,-0.481460,0.012940,-0.873317,
1.003,-0.937528,0.031251,-0.358653,-0.469008,0.011963,-0.873073,
0.990,-0.937528,0.047121,-0.359874,-0.483413,0.011963,-0.873073,
0.000,-0.937528,0.047121,-0.359874,-0.484390,0.007080,-0.874050,
0.996,-0.921903,0.040773,-0.362071,-0.484390,0.009033,-0.876491,
0.992,-0.921903,0.041993,-0.359142,0.000000,0.009033,-0.876491,
0.000,-0.921903,0.041993,-0.374767,-0.484390,0.009278,-0.875515,
1.002,-0.921903,0.046144,-0.363048,-0.475112,0.008301,-0.872829,
1.000,-0.937528,0.047853,-0.361339,-0.475112,0.008301,-0.872829,
0.000,-0.921903,0.046876,-0.355968,-0.484390,0.009033,-0.873317,
1.007,-0.921903,0.046876,-0.355968,-0.476089,0.010498,-0.875759,
1.009,-0.921903,0.041261,-0.358409,-0.476089,0.008301,-0.873806,
0.000,-0.937528,0.039308,-0.359142,-0.477065,0.008301,-0.873806,
0.991,-0.937528,0.039308,-0.359142,-0.478530,0.006348,-0.874050,
1.003,-0.937528,0.042726,-0.361583,-0.477553,0.000000,-0.876491,
1.006,-0.927030,0.044191,-0.360607,-0.477553,0.010498,-0.876491,
0.530,-0.937528,0.044191,-0.360607,-0.479018,0.012452,-0.875271,
0.230,-0.937528,0.041261,-0.362804,-0.479263,0.013916,-0.874538,
1.038,-0.937528,0.040773,-0.362316,-0.484390,0.013916,-0.874538,
0.000,-0.937528,0.040773,-0.362316,-0.480239,0.010987,-0.875026,
0.966,-0.937528,0.046388,-0.355968,-0.477798,0.010010,-0.874782,
1.001,-0.937528,0.045412,-0.355968,-0.484390,0.010010,-0.874782,
0.000,-0.937528,0.045412,-0.355968,-0.484390,0.011719,-0.875271,
0.999,-0.937528,0.045412,-0.355968,-0.484390,0.000000,-0.877956,
1.009,-0.930204,0.045412,-0.355968,-0.484390,0.007324,-0.877956,
0.000,-0.937528,0.045412,-0.355968,0.007813,0.009766,-0.881130,
0.992,-0.937528,0.041749,-0.360607,-0.474135,0.011719,-0.881618,
1.008,-0.937528,0.043214,-0.364025,-0.484390,0.011719,-0.881618,
0.000,-0.937528,0.043214,-0.364025,-0.474135,0.006592,-0.890652,
0.992,-0.937528,0.042970,-0.358165,-0.474135,0.007324,-0.873806,
1.008,-0.921903,0.042970,-0.358653,-0.474135,0.007324,-0.873806,
0.000,-0.921903,0.042970,-0.374279,-0.477553,0.011231,-0.873073,
0.992,-0.921903,0.042970,-0.364757,-0.484390,0.012696,-0.872341,
1.008,-0.921903,0.039552,-0.363780,-0.481460,0.012696,-0.872341,
0.000,-0.921903,0.039552,-0.361095,-0.480727,0.011231,-0.876735,
0.992,-0.921903,0.039552,-0.001709,-0.478286,0.012452,-0.880886,
1.009,-0.921903,0.040040,-0.359874,-0.478286,0.012452,-0.879421,
0.000,-0.921903,0.040284,-0.354015,-0.477798,0.013428,-0.879421,
0.990,-0.921903,0.040284,-0.354015,-0.484390,0.011231,-0.876491,
1.009,-0.921903,0.040529,-0.353038,-0.476577,0.010254,-0.890652,
0.000,-0.921903,0.041749,-0.359142,-0.484390,0.010254,-0.880886,
1.030,-0.921903,0.041749,-0.359142,-0.474624,0.009278,-0.884548,
0.973,-0.921903,0.042482,-0.362071,-0.475844,0.010254,-0.874294,
0.000,-0.921903,0.043947,-0.357188,-0.475844,0.010254,-0.874294,
1.003,-0.921903,0.043947,-0.357188,-0.474868,0.011963,-0.868434,
1.318,-0.921903,0.044435,-0.357677,-0.484390,0.011475,-0.872341,
